ID,score
1,5.0384621786343775
2,8.020945887044622
3,5.014226148337193
4,4.971853182585022
5,2.995046539989299
6,6.04531996345968
7,6.02912981643833
8,3.0250664437170993
9,2.004642337645497
10,6.054180338326753
11,4.996994154652599
12,5.985400719110958
13,3.041659928149809
14,6.034945350459254
15,8.020102423882815
16,5.006644528112627
17,7.017118492369563
18,6.0235688521489426
19,2.9945690000678584
20,3.990664466613382
21,5.044443020833893
22,5.0386094603255875
23,7.031177740940507
24,5.018105664058081
25,4.013827637799258
26,7.030091224343122
27,6.00476319346481
28,6.070102030628199
29,7.000475901379204
30,4.993239695311324
31,5.017023231561856
32,7.960555998181532
33,7.030411952513137
34,2.037910116760355
35,8.02412686529686
36,8.001678248822753
37,5.034904470166815
38,4.975226988235458
39,8.017441361917834
40,4.011140697769431
41,4.0219891099325995
42,7.021676179630026
43,7.013331377018177
44,5.017387072562686
45,9.007538733085633
46,5.9578774862927535
47,5.032785968822769
48,6.028069374923823
49,5.004649672228951
50,4.0018824562558075
51,6.020803440449561
52,4.9904817242088715
53,5.979656778671559
54,6.977882449218658
55,3.02085784277866
56,7.983317992177155
57,7.008610571491109
58,8.047414444147174
59,3.998951717977112
60,7.0002736433054595
61,5.990795977366141
62,5.012043920690751
63,4.069637360145459
64,3.037399217172691
65,7.010304407423761
66,5.001433509735803
67,6.9883860389353725
68,6.006183520544237
69,2.983000041504622
70,5.007843268148199
71,6.999143362568749
72,2.9726212636790805
73,7.007607866988863
74,6.004045809534071
75,5.0719994441906735
76,7.967922270109495
77,7.965664600933166
78,8.013383326923545
79,7.016947649457442
80,5.025402886752831
81,7.986402947190461
82,7.012976812487792
83,5.0539850393527885
84,5.9894389322135515
85,7.047914529631858
86,5.983683406513647
87,4.029227126441959
88,8.028188580963473
89,4.000720371368039
90,7.005870344836386
91,5.0359299396423465
92,7.028821950256318
93,4.990545790590271
94,5.983211380655055
95,4.98992807669583
96,7.038176967287751
97,5.0181359963494785
98,8.04180560007881
99,3.0469990215367395
100,9.01921865397673
101,7.0415306540655935
102,6.0299564073663925
103,5.98835754341367
104,5.040431748594038
105,5.03180893227562
106,4.968267349562752
107,7.002440491082352
108,5.974908916135193
109,8.028914867192954
110,7.034727974758969
111,4.0011630432796
112,4.97412348776045
113,4.016182058999073
114,6.003454883008159
115,6.0093362338500524
116,5.02642840581148
117,7.975167130681867
118,7.97787963832023
119,5.02098434454073
120,6.014439766866198
121,5.015263263563102
122,5.006032267347609
123,6.033599325924759
124,6.016498607570028
125,4.984414972347612
126,1.9888919888110004
127,2.006055922664867
128,6.027415440402106
129,7.999144539432948
130,5.025510913093829
131,6.994784127686817
132,7.030329160871756
133,6.989433235424291
134,8.013331394419174
135,8.023214795157411
136,4.97263923401721
137,6.008622961528052
138,8.022707995251851
139,6.010615303166892
140,7.009119010298173
141,5.996799233524195
142,7.018157812913967
143,6.011814579349207
144,6.06506994207666
145,4.986425614077174
146,6.069758005224812
147,8.012558135892943
148,5.988716762282589
149,7.03008205703379
150,4.985751428682053
151,7.030465851218938
152,6.0070477113669
153,3.995422624197955
154,7.992588142205474
155,4.022131823338897
156,7.027661409333319
157,5.002329429300344
158,4.978297683238831
159,7.034622079150501
160,6.002194806026036
161,6.97931447723852
162,6.026600353364307
163,4.9959612771990916
164,8.0060790394897
165,8.038791851707048
166,7.033066428904227
167,2.0022777985855047
168,7.0043978758301355
169,9.050472753375443
170,5.984154814707713
171,8.040935698313914
172,8.029299105918602
173,6.998619926205687
174,7.00668082053331
175,6.000358345968966
176,4.018317607191968
177,6.016641725516095
178,8.014528018306514
179,3.993642923743575
180,7.009008586470082
181,7.002228223558247
182,5.995543305916448
183,6.992452482031934
184,6.024032617857907
185,6.993625994468433
186,5.007326055801416
187,6.971297711538799
188,2.0188958975607827
189,5.99358806973967
190,5.999483378676403
191,8.026574103518417
192,4.995539478170626
193,5.003643975168733
194,6.0215606225383915
195,4.982962548591542
196,7.015474364887049
197,6.993225186598611
198,6.02096641506466
199,7.011904799701204
200,8.989670546836882
201,5.037401060343123
202,5.996563414504409
203,3.01185131623882
204,4.009152282132429
205,5.061839144627383
206,5.0147102480504975
207,3.003158071453784
208,5.060437056080343
209,7.99326539753465
210,7.998150419890416
211,4.017581896892706
212,6.020833761125449
213,5.989252370733828
214,5.034384561145612
215,4.996166428166213
216,7.019184411846366
217,3.028902039712184
218,5.9889514144250695
219,6.994011084705608
220,2.009426145494141
221,4.9904042238462045
222,6.017807738185229
223,2.9979415730878
224,5.016853873156299
225,8.034021868857257
226,5.995983424896571
227,5.01818259399804
228,8.007393121663258
229,7.029639617573168
230,5.025908900602218
231,6.989391540377399
232,6.97240392096976
233,3.0289936899859895
234,4.023535848457039
235,6.993334808727496
236,7.01148256855258
237,4.997578271735003
238,8.005651181920745
239,3.003693857956335
240,9.05347330507897
241,4.995355201230151
242,9.033033459992787
243,3.0133798435271104
244,7.009286482708523
245,1.022053743718548
246,4.011591362652761
247,7.036661752115635
248,8.00903642174387
249,7.0335965597283865
250,4.006406126843427
251,6.996973146284467
252,6.990808498764878
253,7.016958086165513
254,7.065579437979783
255,6.012104088481288
256,9.00473848295946
257,6.044314943437721
258,4.984873566927468
259,5.985271326329788
260,3.0002272063453166
261,6.035255838101099
262,6.031712723088919
263,5.988788554412962
264,5.997846825789057
265,7.006326699796199
266,6.0467636616871765
267,7.003325311947479
268,2.983323990950217
269,7.04967730508503
270,4.997506189409285
271,6.052235073866487
272,3.047503495495508
273,5.0259514231980855
274,6.031262969811654
275,6.969341663655785
276,5.0472609889191125
277,8.027601068328506
278,2.0215335597069473
279,5.995102585505945
280,4.005972754371984
281,7.032312363358992
282,5.007419809191919
283,8.018767383670212
284,7.02968694658388
285,6.018467053620615
286,7.014598552240474
287,5.996449697481603
288,6.039299588174215
289,6.0209079235085605
290,6.024020885189787
291,6.9836621822403275
292,5.976030205405448
293,5.003984808113882
294,7.9919907338557135
295,7.001316590979014
296,8.002750142008779
297,6.003062830439056
298,5.028808963120268
299,7.054079497611275
300,5.0007424935934575
301,4.997647991481794
302,6.041989950963467
303,4.009918899081749
304,4.981623274362879
305,6.984021466823225
306,6.012264670195175
307,5.973022988412607
308,3.0445704100369078
309,6.046615489291865
310,5.005508277895941
311,4.013166347198869
312,5.003444685433443
313,4.991689512152203
314,5.018380616354663
315,4.992691694950905
316,7.018978602743912
317,5.01081458640305
318,4.014930348567416
319,6.99772401412725
320,4.018574040080404
321,5.0300562816220875
322,6.979722729645284
323,5.982438302014617
324,2.967597155705803
325,5.000055690450978
326,6.018111128044609
327,6.015947967140316
328,8.037356311233566
329,6.017348322084491
330,7.023796746212267
331,6.021193755984828
332,4.9903894660207815
333,5.000328543973306
334,6.01872773446376
335,6.021188655733484
336,5.025804406538342
337,7.018736780053363
338,2.9860382861468655
339,8.010373754204316
340,5.010029975662296
341,7.022485164525797
342,5.026909034734847
343,4.024254389630158
344,9.990306905506683
345,4.992298723349169
346,8.019727619683685
347,6.040556019389878
348,6.034494473906964
349,6.995539232228501
350,6.999135885114014
351,3.0046221162162485
352,4.042961617053491
353,4.045216334098813
354,8.992725404998824
355,8.003697975153488
356,5.024569174420405
357,7.021190541404666
358,6.040133905296484
359,7.030561211031114
360,8.0269805242729
361,4.9907843707491075
362,5.992574135960207
363,3.975584216462738
364,2.010170092523523
365,5.019612828581685
366,8.988411019787709
367,8.001592946561646
368,6.987033599666575
369,4.028699571254459
370,6.987273532638041
371,4.99382696365484
372,2.9960393886347187
373,8.0067654442546
374,8.003530808268618
375,4.002623653024683
376,6.9712505859752865
377,5.021827455907929
378,5.038496825840485
379,5.967690032388868
380,5.009288798161665
381,5.97000476174659
382,9.010927762328198
383,6.025728770225502
384,7.034914013416003
385,5.007499307313139
386,5.014421461867071
387,8.011378596673598
388,5.009158196643458
389,3.0329708281386574
390,5.981053205147964
391,3.0089407990356354
392,4.963672330958766
393,7.0345954221954
394,6.989317659341771
395,5.026698120341296
396,7.0189869119561745
397,7.995814037849814
398,6.994304388073705
399,7.023172541803773
400,7.006064152807477
401,8.037596550046436
